category,gender,similarity,aff_product_name,aff_brand,aff_category,aff_gender,aff_price,aff_discounted_price,aff_price_tier,aff_brand_tier,aff_combined_tier,aff_segregation,aff_product_url,aff_image_original,aff_image_url,aff_source_platform,exp_product_name,exp_brand,exp_category,exp_gender,exp_price,exp_discounted_price,exp_price_tier,exp_brand_tier,exp_combined_tier,exp_segregation,exp_product_url,exp_image_original,exp_image_url,exp_source_platform
Shoes,Women,0.910275936126709,"Women's Fashion Sandal, Synthetic Leather, Comfortable and Stylish Wedges| Soft Cushion Footbed For Women & Girls | For Casual Wear & Formal Wear Occasions 4 inches heel",LUVFEET,Shoes,Women,1999.0,1599.0,affordable,budget,affordable,affordable,,womens-fashion-sandal-synthetic-leather-comfortabl-original.jpg,https://m.media-amazon.com/images/I/61iikzUdwTL._AC_UL320_.jpg,Amazon India,"Bliss Heel 002 Slip-on Loafers for Women | Comfortable & Stylish Block Heeled | Fashion Moccasins with Footpharma Footbed | Perfect for Casual, Formal Shoe",YOHO,Shoes,Women,2898.0,1593.0,expensive,unknown,expensive,expensive,,bliss-heel-002-slipon-loafers-for-women-comfortabl-original.jpg,https://m.media-amazon.com/images/I/615K20+dDxL._AC_UL320_.jpg,Amazon India
Shoes,Women,0.8630177974700928,SilverArrow,SilverArrow,Shoes,Women,1999.0,689.0,affordable,budget,affordable,affordable,,silverarrow-original.jpg,https://m.media-amazon.com/images/I/41wngriir6L._AC_UL320_.jpg,Amazon India,By Regal Women High Heel Suede Espadrilles,ROCIA,Shoes,Women,3290.0,3290.0,expensive,unknown,expensive,expensive,,by-regal-women-high-heel-suede-espadrilles-original.jpg,https://m.media-amazon.com/images/I/61GNIkC1saL._AC_UL320_.jpg,Amazon India
Shoes,Women,0.9071617126464844,Women Mary Jane Block Heels | Single Strap | Round Toe | Stylish & Comfortable | Formal & Casual Wear,Theater,Shoes,Women,2990.0,2302.0,expensive,budget,affordable,affordable,,women-mary-jane-block-heels-single-strap-round-toe-original.jpg,https://m.media-amazon.com/images/I/61T+rZxbebL._AC_UL320_.jpg,Amazon India,"Bliss Heel 002 Slip-on Loafers for Women | Comfortable & Stylish Block Heeled | Fashion Moccasins with Footpharma Footbed | Perfect for Casual, Formal Shoe",YOHO,Shoes,Women,2898.0,1593.0,expensive,unknown,expensive,expensive,,bliss-heel-002-slipon-loafers-for-women-comfortabl-original.jpg,https://m.media-amazon.com/images/I/615K20+dDxL._AC_UL320_.jpg,Amazon India
Shoes,Women,0.9258239269256592,Fancy & Stylish Open Toe Bellies Fashion Sandal For Women For & Girls Footwear,XE Looks,Shoes,Women,1799.0,819.0,affordable,budget,affordable,affordable,,fancy-stylish-open-toe-bellies-fashion-sandal-for--original.jpg,https://m.media-amazon.com/images/I/611fkZf+3FL._AC_UL320_.jpg,Amazon India,"Women Latin Dance Shoes Sandals for Salsa, Tango, Ballroom Performance or Practice",IKAANYA,Shoes,Women,6500.0,3759.0,expensive,unknown,expensive,expensive,,women-latin-dance-shoes-sandals-for-salsa-tango-ba-original.jpg,https://m.media-amazon.com/images/I/51VS2n6XN0L._AC_UL320_.jpg,Amazon India
Shoes,Women,0.8071721196174622,"Extra Soft Fashionable & Stylish Slippers/High Heels Designer Wedges Sandal for Girls/Women (Green, 37)",ArranQue,Shoes,Women,899.0,499.0,affordable,budget,affordable,affordable,,extra-soft-fashionable-stylish-slippershigh-heels--original.jpg,https://m.media-amazon.com/images/I/617nujTj8FL._AC_UL320_.jpg,Amazon India,Women's Rain Boots Waterproof Mid Calf Rain Boots for Outdoor Camping Travel,Lyla,Shoes,Women,6299.0,3168.0,expensive,unknown,expensive,expensive,,womens-rain-boots-waterproof-mid-calf-rain-boots-f-original.jpg,https://m.media-amazon.com/images/I/51j+1wlEV8L._AC_UL320_.jpg,Amazon India
Shoes,Women,0.887912929058075,Fancy & Stylish Pencil Heel sandals Latest Strappy High Stiletto Heels Sandals Casual Party For Womens And Girls,SELFIEE,Shoes,Women,1999.0,749.0,affordable,budget,affordable,affordable,,fancy-stylish-pencil-heel-sandals-latest-strappy-h-original.jpg,https://m.media-amazon.com/images/I/51LeHmxpSAL._AC_UL320_.jpg,Amazon India,"Women Latin Dance Shoes Sandals for Salsa, Tango, Ballroom Performance or Practice",IKAANYA,Shoes,Women,6500.0,3759.0,expensive,unknown,expensive,expensive,,women-latin-dance-shoes-sandals-for-salsa-tango-ba-original.jpg,https://m.media-amazon.com/images/I/51VS2n6XN0L._AC_UL320_.jpg,Amazon India
Shoes,Women,0.9242727756500244,Women Faux Leather Classic Work Pumps|| Semi-Pointed Toe|| Block Low Heels|| Smart Causals|| Heel Pumps,Get Glamr,Shoes,Women,2499.0,1247.0,affordable,budget,affordable,affordable,,women-faux-leather-classic-work-pumps-semipointed--original.jpg,https://m.media-amazon.com/images/I/61rgm2uZ-2L._AC_UL320_.jpg,Amazon India,"Women Latin Dance Shoes Sandals for Salsa, Tango, Ballroom Performance or Practice",IKAANYA,Shoes,Women,5000.0,2999.0,expensive,unknown,expensive,expensive,,women-latin-dance-shoes-sandals-for-salsa-tango-ba-original.jpg,https://m.media-amazon.com/images/I/51VS2n6XN0L._AC_UL320_.jpg,Amazon India
Shoes,Women,0.8071721196174622,"Extra Soft Fashionable & Stylish Slippers/High Heels Designer Wedges Sandal for Girls/Women (Black, 38)",ArranQue,Shoes,Women,899.0,499.0,affordable,budget,affordable,affordable,,extra-soft-fashionable-stylish-slippershigh-heels--original.jpg,https://m.media-amazon.com/images/I/61RH5ug1EPL._AC_UL320_.jpg,Amazon India,Women's Rain Boots Waterproof Mid Calf Rain Boots for Outdoor Camping Travel,Lyla,Shoes,Women,6299.0,3168.0,expensive,unknown,expensive,expensive,,womens-rain-boots-waterproof-mid-calf-rain-boots-f-original.jpg,https://m.media-amazon.com/images/I/51j+1wlEV8L._AC_UL320_.jpg,Amazon India
Shoes,Women,0.8595679998397827,Women's Platform Heel Wedges Sandal Slip-on Sandal High Heel Open Round Toe Stylish Heel for Casual Party & Beach,JM LOOKS,Shoes,Women,1995.0,799.0,affordable,budget,affordable,affordable,,womens-platform-heel-wedges-sandal-slipon-sandal-h-original.jpg,https://m.media-amazon.com/images/I/51qf2c7nWzL._AC_UL320_.jpg,Amazon India,"Essence Women Buckle Sandals with Super Soft Insole | Ergonomic Footbed | Lightweight | Platform Heel | Cushioned Sole | Latest, Stylish and Trendy Slip-Ons for Girls and Ladies",MILESTOE,Shoes,Women,2999.0,999.0,expensive,unknown,expensive,expensive,,essence-women-buckle-sandals-with-super-soft-insol-original.jpg,https://m.media-amazon.com/images/I/61wcKJBqL1L._AC_UL320_.jpg,Amazon India
Shoes,Women,0.8071722388267517,"Extra Soft Fashionable & Stylish Slippers/High Heels Designer Wedges Sandal for Girls/Women (Pink, 39)",ArranQue,Shoes,Women,899.0,499.0,affordable,budget,affordable,affordable,,extra-soft-fashionable-stylish-slippershigh-heels--original.jpg,https://m.media-amazon.com/images/I/61b8+YpPvAL._AC_UL320_.jpg,Amazon India,Women's Rain Boots Waterproof Mid Calf Rain Boots for Outdoor Camping Travel,Lyla,Shoes,Women,6299.0,3168.0,expensive,unknown,expensive,expensive,,womens-rain-boots-waterproof-mid-calf-rain-boots-f-original.jpg,https://m.media-amazon.com/images/I/51j+1wlEV8L._AC_UL320_.jpg,Amazon India
Shoes,Women,0.8071722388267517,"Extra Soft Fashionable & Stylish Slippers/High Heels Designer Wedges Sandal for Girls/Women (Black, 37)",ArranQue,Shoes,Women,899.0,499.0,affordable,budget,affordable,affordable,,extra-soft-fashionable-stylish-slippershigh-heels--original.jpg,https://m.media-amazon.com/images/I/61RH5ug1EPL._AC_UL320_.jpg,Amazon India,Women's Rain Boots Waterproof Mid Calf Rain Boots for Outdoor Camping Travel,Lyla,Shoes,Women,6299.0,3168.0,expensive,unknown,expensive,expensive,,womens-rain-boots-waterproof-mid-calf-rain-boots-f-original.jpg,https://m.media-amazon.com/images/I/51j+1wlEV8L._AC_UL320_.jpg,Amazon India
Shoes,Women,0.9999997615814209,Women's Chunky Platform High Heels Closed Toe Block Heeled Sandal Slip-on Sandal Dress Wedding Party Pumps Shoes,JM LOOKS,Shoes,Women,3495.0,939.0,expensive,budget,affordable,affordable,,womens-chunky-platform-high-heels-closed-toe-block-original.jpg,https://m.media-amazon.com/images/I/81mvz9N7hIL._AC_UL320_.jpg,Amazon India,Froh Feet Women's Chunky Platform High Heels Closed Toe Block Heeled Sandal Slip-on Sandal Dress Wedding Party Pumps Shoes,Generic,Shoes,Women,3495.0,1299.0,expensive,unknown,expensive,expensive,,froh-feet-womens-chunky-platform-high-heels-closed-original.jpg,https://m.media-amazon.com/images/I/81mvz9N7hIL._AC_UL320_.jpg,Amazon India
Shoes,Women,0.8626147508621216,K KOMMY FASHIONS,K KOMMY FASHIONS,Shoes,Women,2499.0,798.0,affordable,budget,affordable,affordable,,k-kommy-fashions-original.jpg,https://m.media-amazon.com/images/I/71OzAEww4JL._AC_UL320_.jpg,Amazon India,"Women Latin Boots Dance Shoes for Salsa, Tango, Ballroom Performance or Practice",IKAANYA,Shoes,Women,7499.0,4499.0,expensive,unknown,expensive,expensive,,women-latin-boots-dance-shoes-for-salsa-tango-ball-original.jpg,https://m.media-amazon.com/images/I/716ZRsNvilL._AC_UL320_.jpg,Amazon India
Shoes,Women,0.8071722388267517,"Extra Soft Fashionable & Stylish Slippers/High Heels Designer Wedges Sandal for Girls/Women (Pink, 41)",ArranQue,Shoes,Women,899.0,499.0,affordable,budget,affordable,affordable,,extra-soft-fashionable-stylish-slippershigh-heels--original.jpg,https://m.media-amazon.com/images/I/61b8+YpPvAL._AC_UL320_.jpg,Amazon India,Women's Rain Boots Waterproof Mid Calf Rain Boots for Outdoor Camping Travel,Lyla,Shoes,Women,6299.0,3168.0,expensive,unknown,expensive,expensive,,womens-rain-boots-waterproof-mid-calf-rain-boots-f-original.jpg,https://m.media-amazon.com/images/I/51j+1wlEV8L._AC_UL320_.jpg,Amazon India
Shoes,Women,0.884661078453064,Women's Block Heels Sandal Open Toe Platform Ankle Strap Heels for Women High Chunky Block Wedges Sandals,JM LOOKS,Shoes,Women,1995.0,799.0,affordable,budget,affordable,affordable,,womens-block-heels-sandal-open-toe-platform-ankle--original.jpg,https://m.media-amazon.com/images/I/51YrcJ2gszL._AC_UL320_.jpg,Amazon India,"Women Latin Boots Dance Shoes for Salsa, Tango, Ballroom Performance or Practice",IKAANYA,Shoes,Women,7499.0,4499.0,expensive,unknown,expensive,expensive,,women-latin-boots-dance-shoes-for-salsa-tango-ball-original.jpg,https://m.media-amazon.com/images/I/716ZRsNvilL._AC_UL320_.jpg,Amazon India
Shoes,Women,0.8879802823066711,"Women's Chunky Platform Block Heeled Sandal Pointed Toe Ankle Strap High Heel Sandal for Wedding,Party, Evening, Prom",JM LOOKS,Shoes,Women,1995.0,849.0,affordable,budget,affordable,affordable,,womens-chunky-platform-block-heeled-sandal-pointed-original.jpg,https://m.media-amazon.com/images/I/5194el-yuqL._AC_UL320_.jpg,Amazon India,"Women Latin Dance Shoes Sandals for Salsa, Tango, Ballroom Performance or Practice",IKAANYA,Shoes,Women,5000.0,2999.0,expensive,unknown,expensive,expensive,,women-latin-dance-shoes-sandals-for-salsa-tango-ba-original.jpg,https://m.media-amazon.com/images/I/51VS2n6XN0L._AC_UL320_.jpg,Amazon India
Shoes,Women,0.8955975770950317,Alluring & Stylish Pencil Heel sandals Latest Strappy High Stiletto Heels Sandals Casual Party Comfortable Sole For Women And Girls,TRYME,Shoes,Women,1999.0,789.0,affordable,budget,affordable,affordable,,alluring-stylish-pencil-heel-sandals-latest-strapp-original.jpg,https://m.media-amazon.com/images/I/51cSsKo95ML._AC_UL320_.jpg,Amazon India,"Women Latin Dance Shoes Sandals for Salsa, Tango, Ballroom Performance or Practice",IKAANYA,Shoes,Women,5000.0,2999.0,expensive,unknown,expensive,expensive,,women-latin-dance-shoes-sandals-for-salsa-tango-ba-original.jpg,https://m.media-amazon.com/images/I/51VS2n6XN0L._AC_UL320_.jpg,Amazon India
